order_id,order_date,customer_id,customer_name,country,industry,customer_tier,product,category,quantity,unit_price,discount,revenue,sales_rep
10370,2025-09-14,C031,Customer 031,Germany,Manufacturing,SMB,Data Platform,Data,3,799,0.15,2037.45,Emma Jensen
10371,2025-01-08,C060,Customer 060,Norway,Retail,SMB,CRM Suite,CRM,5,399,0.0,1995.0,Oliver Pedersen
10372,2025-09-10,C060,Customer 060,Norway,Retail,SMB,Analytics Basic,Analytics,2,249,0.2,398.4,Sofia Hansen
10373,2025-10-30,C019,Customer 019,Finland,Professional Services,Mid-Market,Business Intelligence,Analytics,2,699,0.05,1328.1,Lucas Thomsen
10374,2025-02-25,C049,Customer 049,Germany,Technology,Enterprise,Analytics Pro,Analytics,1,499,0.0,499.0,Clara Madsen
10375,2026-06-10,C063,Customer 063,United Kingdom,Healthcare,SMB,Analytics Basic,Analytics,4,249,0.15,846.6,Oliver Pedersen
10376,2026-04-19,C083,Customer 083,Norway,Technology,SMB,Customer Support,Customer Experience,4,299,0.05,1136.2,Noah Andersen
10377,2025-01-28,C022,Customer 022,Denmark,Professional Services,SMB,Marketing Automation,Marketing,1,599,0.1,539.1,Noah Andersen
10378,2025-03-19,C024,Customer 024,Norway,Healthcare,SMB,Customer Support,Customer Experience,3,299,0.2,717.6,Noah Andersen
10379,2025-08-04,C076,Customer 076,Netherlands,Professional Services,Mid-Market,Marketing Automation,Marketing,2,599,0.0,1198.0,Freja Larsen
10380,2026-01-21,C030,Customer 030,Denmark,Financial Services,SMB,Customer Support,Customer Experience,1,299,0.0,299.0,Sofia Hansen
10381,2025-12-31,C058,Customer 058,Sweden,Retail,SMB,CRM Suite,CRM,10,399,0.1,3591.0,Emma Jensen
10382,2026-06-10,C031,Customer 031,Germany,Manufacturing,SMB,Analytics Basic,Analytics,1,249,0.0,249.0,Lucas Thomsen
10383,2025-11-08,C100,Customer 100,Denmark,Healthcare,SMB,Marketing Automation,Marketing,1,599,0.0,599.0,Emma Jensen
10384,2025-01-07,C064,Customer 064,Norway,Professional Services,Mid-Market,Analytics Pro,Analytics,3,499,0.0,1497.0,Freja Larsen
10385,2025-01-03,C019,Customer 019,Finland,Professional Services,Mid-Market,Analytics Basic,Analytics,4,249,0.0,996.0,Emma Jensen
10386,2025-12-29,C048,Customer 048,Germany,Professional Services,Enterprise,Analytics Pro,Analytics,1,499,0.1,449.1,Clara Madsen
10387,2026-05-23,C045,Customer 045,Sweden,Professional Services,Mid-Market,Analytics Basic,Analytics,3,249,0.0,747.0,Noah Andersen
10388,2025-10-01,C100,Customer 100,Denmark,Healthcare,SMB,Analytics Basic,Analytics,3,249,0.05,709.65,Lucas Thomsen
10389,2026-05-21,C094,Customer 094,Germany,Manufacturing,Mid-Market,Customer Support,Customer Experience,1,299,0.1,269.1,Sofia Hansen
10390,2025-01-15,C055,Customer 055,Germany,Professional Services,Mid-Market,Marketing Automation,Marketing,1,599,0.05,569.05,Emma Jensen
10391,2025-07-11,C055,Customer 055,Germany,Professional Services,Mid-Market,Marketing Automation,Marketing,3,599,0.0,1797.0,Emma Jensen
10392,2026-04-30,C097,Customer 097,Germany,Financial Services,Mid-Market,Data Platform,Data,2,799,0.1,1438.2,Liam Nielsen
10393,2025-01-28,C018,Customer 018,Germany,Technology,SMB,Analytics Basic,Analytics,5,249,0.0,1245.0,Liam Nielsen
10394,2025-02-08,C063,Customer 063,United Kingdom,Healthcare,SMB,CRM Suite,CRM,4,399,0.1,1436.4,Liam Nielsen
10395,2025-09-30,C092,Customer 092,Netherlands,Technology,SMB,CRM Suite,CRM,10,399,0.15,3391.5,Sofia Hansen
10396,2025-08-19,C047,Customer 047,Norway,Retail,SMB,Analytics Pro,Analytics,2,499,0.05,948.1,Noah Andersen
10397,2025-03-27,C075,Customer 075,Netherlands,Healthcare,Mid-Market,Analytics Pro,Analytics,10,499,0.05,4740.5,Oliver Pedersen
10398,2026-04-19,C057,Customer 057,Denmark,Healthcare,SMB,Customer Support,Customer Experience,2,299,0.05,568.1,Noah Andersen
10399,2025-05-06,C045,Customer 045,Sweden,Professional Services,Mid-Market,Analytics Basic,Analytics,2,249,0.05,473.1,Lucas Thomsen
10400,2026-06-21,C033,Customer 033,Denmark,Retail,Mid-Market,Analytics Pro,Analytics,1,499,0.15,424.15,Noah Andersen
10401,2025-05-25,C017,Customer 017,Norway,Manufacturing,SMB,Analytics Pro,Analytics,1,499,0.15,424.15,Sofia Hansen
10402,2026-06-09,C070,Customer 070,Belgium,Retail,Mid-Market,Business Intelligence,Analytics,3,699,0.0,2097.0,Clara Madsen
10403,2025-07-31,C004,Customer 004,Germany,Healthcare,Mid-Market,Analytics Basic,Analytics,2,249,0.1,448.2,Clara Madsen
10404,2025-01-25,C020,Customer 020,Sweden,Retail,Enterprise,Workflow Automation,Automation,1,449,0.15,381.65,Sofia Hansen
10405,2026-01-29,C047,Customer 047,Norway,Retail,SMB,Customer Support,Customer Experience,3,299,0.2,717.6,Liam Nielsen
10406,2025-03-08,C091,Customer 091,Denmark,Professional Services,SMB,Analytics Pro,Analytics,2,499,0.05,948.1,Emma Jensen
10407,2025-08-21,C015,Customer 015,Sweden,Healthcare,SMB,Customer Support,Customer Experience,3,299,0.05,852.15,Freja Larsen
10408,2025-04-19,C070,Customer 070,Belgium,Retail,Mid-Market,Marketing Automation,Marketing,2,599,0.0,1198.0,Freja Larsen
10409,2025-05-26,C047,Customer 047,Norway,Retail,SMB,Customer Support,Customer Experience,4,299,0.2,956.8,Oliver Pedersen
10410,2025-04-21,C078,Customer 078,Denmark,Retail,SMB,Workflow Automation,Automation,4,449,0.0,1796.0,Emma Jensen
10411,2025-08-16,C075,Customer 075,Netherlands,Healthcare,Mid-Market,CRM Suite,CRM,2,399,0.05,758.1,Oliver Pedersen
10412,2025-04-21,C009,Customer 009,Germany,Technology,Enterprise,Workflow Automation,Automation,2,449,0.0,898.0,Liam Nielsen
10413,2026-04-15,C090,Customer 090,Finland,Retail,Mid-Market,CRM Suite,CRM,2,399,0.0,798.0,Oliver Pedersen
10414,2025-02-03,C016,Customer 016,Sweden,Manufacturing,Mid-Market,Customer Support,Customer Experience,4,299,0.05,1136.2,Emma Jensen
10415,2026-01-04,C069,Customer 069,Denmark,Retail,Mid-Market,CRM Suite,CRM,2,399,0.2,638.4,Lucas Thomsen
10416,2026-03-01,C061,Customer 061,Norway,Manufacturing,SMB,Marketing Automation,Marketing,1,599,0.0,599.0,Emma Jensen
10417,2026-06-02,C010,Customer 010,Netherlands,Healthcare,SMB,Analytics Basic,Analytics,1,249,0.05,236.55,Freja Larsen
10418,2025-10-09,C050,Customer 050,Sweden,Retail,Mid-Market,CRM Suite,CRM,2,399,0.0,798.0,Clara Madsen
10419,2025-11-16,C003,Customer 003,Netherlands,Technology,SMB,CRM Suite,CRM,2,399,0.0,798.0,Liam Nielsen
10420,2026-03-19,C077,Customer 077,United Kingdom,Technology,SMB,Customer Support,Customer Experience,4,299,0.05,1136.2,Lucas Thomsen
10421,2025-11-11,C094,Customer 094,Germany,Manufacturing,Mid-Market,Marketing Automation,Marketing,1,599,0.05,569.05,Sofia Hansen
10422,2026-01-12,C070,Customer 070,Belgium,Retail,Mid-Market,Data Platform,Data,2,799,0.0,1598.0,Lucas Thomsen
10423,2025-10-16,C081,Customer 081,United Kingdom,Professional Services,SMB,Data Platform,Data,4,799,0.0,3196.0,Lucas Thomsen
10424,2026-03-13,C051,Customer 051,Belgium,Financial Services,Enterprise,Data Platform,Data,4,799,0.0,3196.0,Oliver Pedersen
10425,2025-10-04,C019,Customer 019,Finland,Professional Services,Mid-Market,Data Platform,Data,2,799,0.0,1598.0,Freja Larsen
10426,2026-05-18,C042,Customer 042,Germany,Technology,SMB,Analytics Basic,Analytics,2,249,0.2,398.4,Oliver Pedersen
10427,2026-05-31,C035,Customer 035,Belgium,Retail,SMB,Workflow Automation,Automation,2,449,0.15,763.3,Oliver Pedersen
10428,2025-12-16,C046,Customer 046,Netherlands,Financial Services,Mid-Market,Customer Support,Customer Experience,5,299,0.0,1495.0,Sofia Hansen
10429,2026-03-22,C026,Customer 026,United Kingdom,Healthcare,SMB,Customer Support,Customer Experience,1,299,0.05,284.05,Liam Nielsen
10430,2025-12-16,C069,Customer 069,Denmark,Retail,Mid-Market,Business Intelligence,Analytics,5,699,0.15,2970.75,Emma Jensen
10431,2025-05-17,C093,Customer 093,United Kingdom,Healthcare,Enterprise,Marketing Automation,Marketing,3,599,0.0,1797.0,Noah Andersen
10432,2025-08-31,C064,Customer 064,Norway,Professional Services,Mid-Market,Data Platform,Data,3,799,0.1,2157.3,Oliver Pedersen
10433,2026-06-27,C037,Customer 037,Norway,Retail,SMB,Analytics Basic,Analytics,1,249,0.15,211.65,Noah Andersen
10434,2025-02-09,C084,Customer 084,Denmark,Healthcare,Enterprise,Marketing Automation,Marketing,2,599,0.0,1198.0,Liam Nielsen
10435,2025-08-17,C049,Customer 049,Germany,Technology,Enterprise,Data Platform,Data,2,799,0.0,1598.0,Noah Andersen
10436,2025-08-11,C021,Customer 021,Germany,Technology,SMB,Analytics Basic,Analytics,1,249,0.2,199.2,Oliver Pedersen
10437,2025-01-06,C074,Customer 074,United Kingdom,Manufacturing,SMB,Marketing Automation,Marketing,3,599,0.05,1707.15,Sofia Hansen
10438,2025-11-18,C064,Customer 064,Norway,Professional Services,Mid-Market,Customer Support,Customer Experience,10,299,0.0,2990.0,Noah Andersen
10439,2026-04-13,C005,Customer 005,Denmark,Professional Services,Mid-Market,Customer Support,Customer Experience,3,299,0.0,897.0,Liam Nielsen
10440,2025-03-16,C100,Customer 100,Denmark,Healthcare,SMB,Workflow Automation,Automation,4,449,0.05,1706.2,Liam Nielsen
10441,2025-01-04,C070,Customer 070,Belgium,Retail,Mid-Market,Analytics Pro,Analytics,1,499,0.1,449.1,Clara Madsen
10442,2025-04-28,C090,Customer 090,Finland,Retail,Mid-Market,Workflow Automation,Automation,2,449,0.1,808.2,Clara Madsen
10443,2026-05-19,C004,Customer 004,Germany,Healthcare,Mid-Market,CRM Suite,CRM,1,399,0.2,319.2,Sofia Hansen
10444,2026-03-17,C039,Customer 039,Netherlands,Professional Services,SMB,Workflow Automation,Automation,3,449,0.0,1347.0,Noah Andersen
10445,2025-07-13,C035,Customer 035,Belgium,Retail,SMB,Data Platform,Data,5,799,0.05,3795.25,Noah Andersen
10446,2026-01-27,C001,Customer 001,Norway,Retail,SMB,Business Intelligence,Analytics,3,699,0.05,1992.15,Clara Madsen
10447,2025-01-26,C024,Customer 024,Norway,Healthcare,SMB,Marketing Automation,Marketing,1,599,0.05,569.05,Emma Jensen
10448,2026-03-11,C057,Customer 057,Denmark,Healthcare,SMB,Business Intelligence,Analytics,2,699,0.0,1398.0,Freja Larsen
10449,2025-06-22,C100,Customer 100,Denmark,Healthcare,SMB,Analytics Pro,Analytics,3,499,0.2,1197.6,Liam Nielsen
10450,2025-10-27,C070,Customer 070,Belgium,Retail,Mid-Market,CRM Suite,CRM,2,399,0.15,678.3,Emma Jensen
10451,2025-11-22,C041,Customer 041,Denmark,Healthcare,SMB,Marketing Automation,Marketing,4,599,0.05,2276.2,Liam Nielsen
10452,2026-02-14,C054,Customer 054,United Kingdom,Financial Services,SMB,Analytics Basic,Analytics,4,249,0.1,896.4,Lucas Thomsen
10453,2025-04-28,C046,Customer 046,Netherlands,Financial Services,Mid-Market,Data Platform,Data,3,799,0.0,2397.0,Lucas Thomsen
10454,2025-08-13,C060,Customer 060,Norway,Retail,SMB,CRM Suite,CRM,2,399,0.05,758.1,Emma Jensen
10455,2026-06-16,C060,Customer 060,Norway,Retail,SMB,Customer Support,Customer Experience,2,299,0.1,538.2,Lucas Thomsen
10456,2025-04-23,C057,Customer 057,Denmark,Healthcare,SMB,Analytics Pro,Analytics,1,499,0.05,474.05,Clara Madsen
10457,2025-05-20,C031,Customer 031,Germany,Manufacturing,SMB,CRM Suite,CRM,2,399,0.2,638.4,Clara Madsen
10458,2025-01-01,C084,Customer 084,Denmark,Healthcare,Enterprise,Data Platform,Data,2,799,0.1,1438.2,Freja Larsen
10459,2025-03-31,C024,Customer 024,Norway,Healthcare,SMB,Workflow Automation,Automation,3,449,0.05,1279.65,Emma Jensen
10460,2025-11-16,C089,Customer 089,United Kingdom,Financial Services,Mid-Market,CRM Suite,CRM,3,399,0.1,1077.3,Liam Nielsen
10461,2025-05-19,C036,Customer 036,United Kingdom,Retail,SMB,Workflow Automation,Automation,1,449,0.0,449.0,Noah Andersen
10462,2026-05-26,C085,Customer 085,Norway,Manufacturing,Mid-Market,Data Platform,Data,2,799,0.05,1518.1,Liam Nielsen
10463,2025-09-16,C030,Customer 030,Denmark,Financial Services,SMB,Customer Support,Customer Experience,1,299,0.0,299.0,Oliver Pedersen
10464,2025-01-10,C024,Customer 024,Norway,Healthcare,SMB,Marketing Automation,Marketing,1,599,0.05,569.05,Clara Madsen
10465,2025-09-18,C030,Customer 030,Denmark,Financial Services,SMB,Analytics Basic,Analytics,4,249,0.1,896.4,Sofia Hansen
10466,2025-06-21,C086,Customer 086,Norway,Professional Services,Mid-Market,Customer Support,Customer Experience,1,299,0.05,284.05,Sofia Hansen
10467,2025-01-13,C092,Customer 092,Netherlands,Technology,SMB,Workflow Automation,Automation,2,449,0.1,808.2,Clara Madsen
10468,2025-06-17,C007,Customer 007,Denmark,Technology,SMB,Workflow Automation,Automation,1,449,0.05,426.55,Oliver Pedersen
10469,2025-11-17,C035,Customer 035,Belgium,Retail,SMB,Analytics Basic,Analytics,5,249,0.0,1245.0,Sofia Hansen
10470,2025-11-15,C055,Customer 055,Germany,Professional Services,Mid-Market,Marketing Automation,Marketing,3,599,0.1,1617.3,Lucas Thomsen
10471,2025-11-25,C092,Customer 092,Netherlands,Technology,SMB,CRM Suite,CRM,1,399,0.0,399.0,Clara Madsen
10472,2026-02-23,C014,Customer 014,Sweden,Professional Services,SMB,Analytics Basic,Analytics,3,249,0.0,747.0,Sofia Hansen
10473,2025-04-05,C010,Customer 010,Netherlands,Healthcare,SMB,Analytics Pro,Analytics,4,499,0.05,1896.2,Clara Madsen
10474,2025-11-14,C080,Customer 080,Denmark,Financial Services,Mid-Market,Analytics Pro,Analytics,10,499,0.0,4990.0,Freja Larsen
10475,2025-08-24,C016,Customer 016,Sweden,Manufacturing,Mid-Market,Data Platform,Data,1,799,0.0,799.0,Noah Andersen
10476,2025-11-30,C054,Customer 054,United Kingdom,Financial Services,SMB,Customer Support,Customer Experience,5,299,0.1,1345.5,Noah Andersen
10477,2026-01-11,C095,Customer 095,United Kingdom,Professional Services,SMB,Workflow Automation,Automation,5,449,0.05,2132.75,Liam Nielsen
10478,2026-04-04,C089,Customer 089,United Kingdom,Financial Services,Mid-Market,Marketing Automation,Marketing,5,599,0.05,2845.25,Oliver Pedersen
10479,2025-05-17,C077,Customer 077,United Kingdom,Technology,SMB,Data Platform,Data,3,799,0.2,1917.6,Clara Madsen
10480,2026-05-28,C070,Customer 070,Belgium,Retail,Mid-Market,Customer Support,Customer Experience,3,299,0.05,852.15,Emma Jensen
10481,2025-10-23,C044,Customer 044,United Kingdom,Financial Services,Mid-Market,Customer Support,Customer Experience,2,299,0.15,508.3,Liam Nielsen
10482,2025-11-16,C073,Customer 073,Denmark,Manufacturing,Enterprise,Data Platform,Data,4,799,0.0,3196.0,Liam Nielsen
10483,2025-12-15,C045,Customer 045,Sweden,Professional Services,Mid-Market,Business Intelligence,Analytics,3,699,0.05,1992.15,Clara Madsen
10484,2025-08-17,C100,Customer 100,Denmark,Healthcare,SMB,Customer Support,Customer Experience,3,299,0.15,762.45,Clara Madsen
10485,2025-09-27,C056,Customer 056,Belgium,Retail,SMB,Business Intelligence,Analytics,2,699,0.05,1328.1,Liam Nielsen
10486,2025-10-18,C084,Customer 084,Denmark,Healthcare,Enterprise,Analytics Pro,Analytics,4,499,0.1,1796.4,Liam Nielsen
10487,2025-06-14,C082,Customer 082,Germany,Manufacturing,SMB,Analytics Pro,Analytics,4,499,0.05,1896.2,Noah Andersen
10488,2025-01-05,C057,Customer 057,Denmark,Healthcare,SMB,Customer Support,Customer Experience,1,299,0.0,299.0,Emma Jensen
10489,2026-01-14,C021,Customer 021,Germany,Technology,SMB,Analytics Pro,Analytics,4,499,0.05,1896.2,Lucas Thomsen
10490,2025-03-19,C068,Customer 068,United Kingdom,Technology,SMB,Marketing Automation,Marketing,3,599,0.05,1707.15,Liam Nielsen
10491,2026-02-14,C050,Customer 050,Sweden,Retail,Mid-Market,Business Intelligence,Analytics,4,699,0.15,2376.6,Lucas Thomsen
10492,2025-05-12,C033,Customer 033,Denmark,Retail,Mid-Market,Business Intelligence,Analytics,2,699,0.0,1398.0,Noah Andersen
10493,2025-02-11,C091,Customer 091,Denmark,Professional Services,SMB,Customer Support,Customer Experience,2,299,0.2,478.4,Liam Nielsen
10494,2025-03-30,C007,Customer 007,Denmark,Technology,SMB,Analytics Pro,Analytics,5,499,0.2,1996.0,Sofia Hansen
10495,2026-02-06,C070,Customer 070,Belgium,Retail,Mid-Market,Analytics Basic,Analytics,2,249,0.0,498.0,Liam Nielsen
10496,2025-10-23,C015,Customer 015,Sweden,Healthcare,SMB,Workflow Automation,Automation,4,449,0.0,1796.0,Clara Madsen
10497,2025-10-22,C082,Customer 082,Germany,Manufacturing,SMB,Data Platform,Data,2,799,0.15,1358.3,Oliver Pedersen
10498,2026-06-10,C032,Customer 032,Denmark,Healthcare,SMB,Data Platform,Data,3,799,0.2,1917.6,Oliver Pedersen
10499,2026-02-26,C075,Customer 075,Netherlands,Healthcare,Mid-Market,Business Intelligence,Analytics,2,699,0.05,1328.1,Liam Nielsen
10500,2025-01-23,C020,Customer 020,Sweden,Retail,Enterprise,Customer Support,Customer Experience,3,299,0.0,897.0,Freja Larsen
10501,2025-05-23,C088,Customer 088,Germany,Financial Services,Mid-Market,Customer Support,Customer Experience,2,299,0.05,568.1,Sofia Hansen
10502,2025-05-25,C015,Customer 015,Sweden,Healthcare,SMB,Marketing Automation,Marketing,1,599,0.1,539.1,Emma Jensen
10503,2025-08-13,C048,Customer 048,Germany,Professional Services,Enterprise,CRM Suite,CRM,2,399,0.0,798.0,Liam Nielsen
10504,2026-05-18,C071,Customer 071,United Kingdom,Financial Services,SMB,Workflow Automation,Automation,1,449,0.1,404.1,Lucas Thomsen
10505,2025-04-14,C021,Customer 021,Germany,Technology,SMB,CRM Suite,CRM,10,399,0.0,3990.0,Emma Jensen
10506,2025-02-08,C042,Customer 042,Germany,Technology,SMB,Business Intelligence,Analytics,10,699,0.0,6990.0,Sofia Hansen
10507,2025-07-17,C026,Customer 026,United Kingdom,Healthcare,SMB,Data Platform,Data,2,799,0.05,1518.1,Liam Nielsen
10508,2026-01-26,C014,Customer 014,Sweden,Professional Services,SMB,Marketing Automation,Marketing,4,599,0.05,2276.2,Freja Larsen
10509,2025-06-28,C057,Customer 057,Denmark,Healthcare,SMB,Marketing Automation,Marketing,2,599,0.0,1198.0,Noah Andersen
10510,2026-03-24,C037,Customer 037,Norway,Retail,SMB,Marketing Automation,Marketing,3,599,0.05,1707.15,Freja Larsen
10511,2026-05-15,C058,Customer 058,Sweden,Retail,SMB,Business Intelligence,Analytics,4,699,0.0,2796.0,Clara Madsen
10512,2025-01-15,C021,Customer 021,Germany,Technology,SMB,CRM Suite,CRM,5,399,0.0,1995.0,Freja Larsen
10513,2025-10-16,C082,Customer 082,Germany,Manufacturing,SMB,Data Platform,Data,2,799,0.0,1598.0,Lucas Thomsen
10514,2026-04-23,C069,Customer 069,Denmark,Retail,Mid-Market,Marketing Automation,Marketing,4,599,0.2,1916.8,Noah Andersen
10515,2025-08-19,C003,Customer 003,Netherlands,Technology,SMB,Data Platform,Data,2,799,0.05,1518.1,Clara Madsen
10516,2026-02-24,C087,Customer 087,Netherlands,Healthcare,Mid-Market,Analytics Pro,Analytics,10,499,0.05,4740.5,Noah Andersen
10517,2025-06-06,C090,Customer 090,Finland,Retail,Mid-Market,Customer Support,Customer Experience,1,299,0.05,284.05,Oliver Pedersen
10518,2026-03-17,C037,Customer 037,Norway,Retail,SMB,Customer Support,Customer Experience,3,299,0.2,717.6,Noah Andersen
10519,2025-04-07,C088,Customer 088,Germany,Financial Services,Mid-Market,Data Platform,Data,3,799,0.0,2397.0,Liam Nielsen
10520,2026-02-15,C049,Customer 049,Germany,Technology,Enterprise,Analytics Basic,Analytics,3,249,0.1,672.3,Emma Jensen
10521,2025-10-16,C019,Customer 019,Finland,Professional Services,Mid-Market,Analytics Basic,Analytics,1,249,0.1,224.1,Oliver Pedersen
10522,2025-09-11,C089,Customer 089,United Kingdom,Financial Services,Mid-Market,Business Intelligence,Analytics,5,699,0.1,3145.5,Oliver Pedersen
10523,2025-07-15,C085,Customer 085,Norway,Manufacturing,Mid-Market,Business Intelligence,Analytics,1,699,0.0,699.0,Emma Jensen
10524,2026-06-06,C012,Customer 012,Belgium,Financial Services,SMB,Customer Support,Customer Experience,3,299,0.1,807.3,Lucas Thomsen
10525,2026-06-01,C061,Customer 061,Norway,Manufacturing,SMB,Analytics Pro,Analytics,1,499,0.0,499.0,Oliver Pedersen
10526,2025-04-28,C041,Customer 041,Denmark,Healthcare,SMB,Workflow Automation,Automation,2,449,0.05,853.1,Noah Andersen
10527,2025-06-08,C033,Customer 033,Denmark,Retail,Mid-Market,CRM Suite,CRM,3,399,0.1,1077.3,Freja Larsen
10528,2025-08-16,C050,Customer 050,Sweden,Retail,Mid-Market,CRM Suite,CRM,2,399,0.0,798.0,Sofia Hansen
10529,2025-08-04,C068,Customer 068,United Kingdom,Technology,SMB,Business Intelligence,Analytics,1,699,0.1,629.1,Lucas Thomsen
10530,2025-01-15,C071,Customer 071,United Kingdom,Financial Services,SMB,Analytics Pro,Analytics,1,499,0.0,499.0,Noah Andersen
10531,2025-06-06,C086,Customer 086,Norway,Professional Services,Mid-Market,Business Intelligence,Analytics,2,699,0.1,1258.2,Clara Madsen
10532,2025-09-18,C033,Customer 033,Denmark,Retail,Mid-Market,Workflow Automation,Automation,4,449,0.05,1706.2,Clara Madsen
10533,2025-06-06,C081,Customer 081,United Kingdom,Professional Services,SMB,CRM Suite,CRM,5,399,0.0,1995.0,Freja Larsen
10534,2025-02-16,C024,Customer 024,Norway,Healthcare,SMB,Data Platform,Data,1,799,0.0,799.0,Lucas Thomsen
10535,2025-11-20,C061,Customer 061,Norway,Manufacturing,SMB,Business Intelligence,Analytics,2,699,0.2,1118.4,Lucas Thomsen
10536,2025-05-10,C061,Customer 061,Norway,Manufacturing,SMB,Marketing Automation,Marketing,1,599,0.0,599.0,Freja Larsen
10537,2026-02-15,C098,Customer 098,Finland,Retail,Mid-Market,Data Platform,Data,1,799,0.0,799.0,Lucas Thomsen
10538,2025-04-05,C028,Customer 028,Germany,Professional Services,Mid-Market,Workflow Automation,Automation,3,449,0.0,1347.0,Oliver Pedersen
10539,2025-10-19,C058,Customer 058,Sweden,Retail,SMB,Workflow Automation,Automation,3,449,0.1,1212.3,Liam Nielsen
10540,2025-10-10,C043,Customer 043,Denmark,Retail,Mid-Market,Business Intelligence,Analytics,1,699,0.05,664.05,Liam Nielsen
10541,2025-03-10,C041,Customer 041,Denmark,Healthcare,SMB,Customer Support,Customer Experience,1,299,0.0,299.0,Lucas Thomsen
10542,2025-01-11,C039,Customer 039,Netherlands,Professional Services,SMB,Business Intelligence,Analytics,1,699,0.0,699.0,Oliver Pedersen
10543,2025-09-11,C086,Customer 086,Norway,Professional Services,Mid-Market,Customer Support,Customer Experience,4,299,0.0,1196.0,Oliver Pedersen
10544,2025-05-14,C049,Customer 049,Germany,Technology,Enterprise,Workflow Automation,Automation,10,449,0.0,4490.0,Emma Jensen
10545,2025-01-23,C017,Customer 017,Norway,Manufacturing,SMB,Analytics Pro,Analytics,1,499,0.05,474.05,Emma Jensen
10546,2025-12-12,C098,Customer 098,Finland,Retail,Mid-Market,Workflow Automation,Automation,1,449,0.1,404.1,Sofia Hansen
10547,2025-10-29,C070,Customer 070,Belgium,Retail,Mid-Market,CRM Suite,CRM,5,399,0.0,1995.0,Sofia Hansen
10548,2025-12-29,C070,Customer 070,Belgium,Retail,Mid-Market,Data Platform,Data,5,799,0.05,3795.25,Sofia Hansen
10549,2026-01-31,C098,Customer 098,Finland,Retail,Mid-Market,Data Platform,Data,2,799,0.05,1518.1,Sofia Hansen
10550,2025-08-06,C065,Customer 065,Sweden,Manufacturing,Mid-Market,Analytics Basic,Analytics,1,249,0.2,199.2,Freja Larsen
10551,2025-05-21,C074,Customer 074,United Kingdom,Manufacturing,SMB,Analytics Basic,Analytics,1,249,0.2,199.2,Freja Larsen
10552,2025-07-29,C085,Customer 085,Norway,Manufacturing,Mid-Market,Workflow Automation,Automation,3,449,0.1,1212.3,Emma Jensen
10553,2026-04-05,C005,Customer 005,Denmark,Professional Services,Mid-Market,CRM Suite,CRM,2,399,0.0,798.0,Liam Nielsen
10554,2025-12-22,C002,Customer 002,Belgium,Healthcare,SMB,Analytics Basic,Analytics,1,249,0.0,249.0,Oliver Pedersen
10555,2025-11-20,C022,Customer 022,Denmark,Professional Services,SMB,Data Platform,Data,3,799,0.0,2397.0,Clara Madsen
10556,2025-05-13,C057,Customer 057,Denmark,Healthcare,SMB,Business Intelligence,Analytics,1,699,0.0,699.0,Liam Nielsen
10557,2025-05-07,C066,Customer 066,Germany,Financial Services,SMB,Analytics Pro,Analytics,4,499,0.05,1896.2,Noah Andersen
10558,2025-04-16,C074,Customer 074,United Kingdom,Manufacturing,SMB,Analytics Pro,Analytics,2,499,0.1,898.2,Freja Larsen
10559,2026-01-13,C098,Customer 098,Finland,Retail,Mid-Market,CRM Suite,CRM,1,399,0.15,339.15,Sofia Hansen
10560,2025-02-20,C016,Customer 016,Sweden,Manufacturing,Mid-Market,Workflow Automation,Automation,3,449,0.1,1212.3,Sofia Hansen
10561,2025-01-29,C051,Customer 051,Belgium,Financial Services,Enterprise,Analytics Basic,Analytics,2,249,0.05,473.1,Noah Andersen
10562,2026-04-07,C039,Customer 039,Netherlands,Professional Services,SMB,Business Intelligence,Analytics,10,699,0.1,6291.0,Liam Nielsen
10563,2025-10-23,C086,Customer 086,Norway,Professional Services,Mid-Market,Analytics Pro,Analytics,3,499,0.0,1497.0,Sofia Hansen
10564,2025-10-24,C076,Customer 076,Netherlands,Professional Services,Mid-Market,Analytics Pro,Analytics,2,499,0.0,998.0,Liam Nielsen
10565,2026-02-11,C088,Customer 088,Germany,Financial Services,Mid-Market,Marketing Automation,Marketing,4,599,0.1,2156.4,Oliver Pedersen
10566,2026-02-09,C040,Customer 040,Finland,Retail,Mid-Market,Workflow Automation,Automation,2,449,0.0,898.0,Noah Andersen
10567,2025-12-12,C038,Customer 038,Denmark,Financial Services,SMB,Marketing Automation,Marketing,5,599,0.05,2845.25,Clara Madsen
10568,2026-02-24,C060,Customer 060,Norway,Retail,SMB,Data Platform,Data,2,799,0.0,1598.0,Liam Nielsen
10569,2025-07-01,C059,Customer 059,Denmark,Professional Services,Mid-Market,Analytics Pro,Analytics,3,499,0.1,1347.3,Oliver Pedersen
10570,2025-01-01,C010,Customer 010,Netherlands,Healthcare,SMB,CRM Suite,CRM,1,399,0.1,359.1,Lucas Thomsen
10571,2026-01-06,C099,Customer 099,Denmark,Retail,Mid-Market,Customer Support,Customer Experience,2,299,0.0,598.0,Lucas Thomsen
10572,2026-03-07,C064,Customer 064,Norway,Professional Services,Mid-Market,Customer Support,Customer Experience,4,299,0.1,1076.4,Liam Nielsen
10573,2025-11-05,C063,Customer 063,United Kingdom,Healthcare,SMB,Business Intelligence,Analytics,4,699,0.0,2796.0,Lucas Thomsen
